<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.07.17	20:00:00	1.30752	1.30769	1.30729	1.30752	793	0	0
2023.07.17	20:30:00	1.30752	1.30873	1.30738	1.30814	1019	0	0
2023.07.17	21:00:00	1.30814	1.30843	1.30766	1.30785	670	0	0
2023.07.17	21:30:00	1.30785	1.30825	1.30772	1.30825	689	0	0
2023.07.17	22:00:00	1.30825	1.30852	1.30789	1.30844	745	0	0
2023.07.17	22:30:00	1.30843	1.30843	1.30768	1.30790	615	0	0
2023.07.17	23:00:00	1.30787	1.30789	1.30705	1.30742	765	0	0
2023.07.17	23:30:00	1.30740	1.30753	1.30728	1.30732	456	0	0
2023.07.18	00:00:00	1.30727	1.30757	1.30707	1.30718	103	0	1
2023.07.18	00:30:00	1.30716	1.30756	1.30698	1.30742	86	0	1
2023.07.18	01:00:00	1.30725	1.30748	1.30708	1.30719	325	0	0
2023.07.18	01:30:00	1.30719	1.30772	1.30719	1.30760	474	0	0
2023.07.18	02:00:00	1.30760	1.30763	1.30703	1.30706	704	0	0
2023.07.18	02:30:00	1.30705	1.30744	1.30705	1.30716	392	0	0
2023.07.18	03:00:00	1.30718	1.30776	1.30678	1.30756	1106	0	0
2023.07.18	03:30:00	1.30756	1.30826	1.30752	1.30783	1079	0	0
2023.07.18	04:00:00	1.30782	1.30947	1.30741	1.30942	1604	0	0
2023.07.18	04:30:00	1.30942	1.30946	1.30771	1.30818	2503	0	0
2023.07.18	05:00:00	1.30817	1.30885	1.30798	1.30848	1103	0	0
2023.07.18	05:30:00	1.30848	1.30892	1.30840	1.30887	841	0	0
2023.07.18	06:00:00	1.30886	1.30947	1.30837	1.30942	1605	0	0
2023.07.18	06:30:00	1.30940	1.30958	1.30926	1.30946	1034	0	0
2023.07.18	07:00:00	1.30945	1.31000	1.30934	1.30976	816	0	0
2023.07.18	07:30:00	1.30974	1.30991	1.30936	1.30946	703	0	0
2023.07.18	08:00:00	1.30946	1.31036	1.30935	1.30978	925	0	0
2023.07.18	08:30:00	1.30978	1.31007	1.30880	1.30890	1338	0	0
2023.07.18	09:00:00	1.30892	1.30920	1.30719	1.30862	1795	0	0
2023.07.18	09:30:00	1.30863	1.30947	1.30833	1.30891	1106	0	0
2023.07.18	10:00:00	1.30890	1.31024	1.30832	1.30948	1878	0	0
2023.07.18	10:30:00	1.30949	1.31068	1.30843	1.30894	2178	0	0
2023.07.18	11:00:00	1.30897	1.30918	1.30815	1.30910	2104	0	0
2023.07.18	11:30:00	1.30910	1.30910	1.30726	1.30787	2108	0	0
2023.07.18	12:00:00	1.30788	1.30984	1.30788	1.30943	1646	0	0
