time,price,positions,capital
2024-05-24 00:51:15.222642,67894.78,0.0,2231.827321643204
2024-05-24 00:52:15.259027,67923.78,0.0,2231.827321643204
2024-05-24 00:53:15.304450,67910.25,0.0,2231.827321643204
2024-05-24 00:54:15.338037,67901.9,0.0,2231.827321643204
2024-05-24 00:55:15.383644,67898.33,0.0,2231.827321643204
2024-05-24 00:56:15.428177,67912.06,0.0,2231.827321643204
2024-05-24 00:57:15.469106,67953.34,0.0,2231.827321643204
2024-05-24 00:58:15.506449,67928.04,0.0,2231.827321643204
2024-05-24 00:59:15.547267,67921.3,0.0,2231.827321643204
2024-05-24 01:00:15.592381,67952.74,0.0,2231.827321643204
2024-05-24 01:01:15.626101,67848.22,0.0,2231.827321643204
2024-05-24 01:02:15.666247,67827.75,0.0,2231.827321643204
2024-05-24 01:03:15.711693,67849.32,0.0,2231.827321643204
2024-05-24 01:04:15.752037,67821.82,0.0,2231.827321643204
2024-05-24 01:05:15.786859,67782.62,0.0,2231.827321643204
2024-05-24 01:06:15.832659,67785.32,0.0,2231.827321643204
2024-05-24 01:07:15.866810,67789.06,0.0,2231.827321643204
2024-05-24 01:08:15.901243,67783.64,0.0,2231.827321643204
2024-05-24 01:09:15.936091,67762.38,0.0,2231.827321643204
2024-05-24 01:10:15.975331,67690.96,0.0,2231.827321643204
2024-05-24 01:11:16.009685,67647.45,0.0,2231.827321643204
2024-05-24 01:12:16.050303,67646.61,0.0,2231.827321643204
2024-05-24 01:13:16.085536,67658.16,0.0,2231.827321643204
2024-05-24 01:14:16.125669,67690.47,0.0,2231.827321643204
